name,url
士林市場地下美食街,https://www.google.com.tw/maps/place/%E5%A3%AB%E6%9E%97%E5%B8%82%E5%A0%B4%E5%9C%B0%E4%B8%8B%E7%BE%8E%E9%A3%9F%E8%A1%97/data=!4m7!3m6!1s0x3442aeb0132e0011:0xecef8c24f0ab6186!8m2!3d25.0880024!4d121.5241766!16s%2Fg%2F11g6mbv8xp!19sChIJEQAuE7CuQjQRhmGr8CSM7-w?authuser=0&hl=zh-TW&rclk=1
士林夜市廟口好吃肉包,https://www.google.com.tw/maps/place/%E5%A3%AB%E6%9E%97%E5%A4%9C%E5%B8%82%E5%BB%9F%E5%8F%A3%E5%A5%BD%E5%90%83%E8%82%89%E5%8C%85/data=!4m7!3m6!1s0x3442aebabeade2eb:0xc4a11cb73fdf1d02!8m2!3d25.0893501!4d121.5248151!16s%2Fg%2F11h10dx_t!19sChIJ6-KtvrquQjQRAh3fP7ccocQ?authuser=0&hl=zh-TW&rclk=1
香香小吃,https://www.google.com.tw/maps/place/%E9%A6%99%E9%A6%99%E5%B0%8F%E5%90%83/data=!4m7!3m6!1s0x3442aeaff4690ca9:0xc62cab62485bb31e!8m2!3d25.0887167!4d121.5269244!16s%2Fg%2F11b6jbqkn7!19sChIJqQxp9K-uQjQRHrNbSGKrLMY?authuser=0&hl=zh-TW&rclk=1
河粉煎,https://www.google.com.tw/maps/place/%E6%B2%B3%E7%B2%89%E7%85%8E/data=!4m7!3m6!1s0x3442aeafe2abbc6f:0x97c282094cb6beeb!8m2!3d25.0880852!4d121.5261963!16s%2Fg%2F1tdkjxsw!19sChIJb7yr4q-uQjQR6762TAmCwpc?authuser=0&hl=zh-TW&rclk=1
真好呷蚵仔飽·蝦仁飽,https://www.google.com.tw/maps/place/%E7%9C%9F%E5%A5%BD%E5%91%B7%E8%9A%B5%E4%BB%94%E9%A3%BD%C2%B7%E8%9D%A6%E4%BB%81%E9%A3%BD/data=!4m7!3m6!1s0x3442aeba887b673d:0x1a1415789d76cf33!8m2!3d25.0898238!4d121.5227577!16s%2Fg%2F11gf62fy2y!19sChIJPWd7iLquQjQRM892nXgVFBo?authuser=0&hl=zh-TW&rclk=1
大上海生煎包,https://www.google.com.tw/maps/place/%E5%A4%A7%E4%B8%8A%E6%B5%B7%E7%94%9F%E7%85%8E%E5%8C%85/data=!4m7!3m6!1s0x3442aea55067404f:0xd56516b2f006595!8m2!3d25.088038!4d121.5258795!16s%2Fg%2F1tdbtg5x!19sChIJT0BnUKWuQjQRlWUAL2tRVg0?authuser=0&hl=zh-TW&rclk=1
士林廟口老店阿亮麵線,https://www.google.com.tw/maps/place/%E5%A3%AB%E6%9E%97%E5%BB%9F%E5%8F%A3%E8%80%81%E5%BA%97%E9%98%BF%E4%BA%AE%E9%BA%B5%E7%B7%9A/data=!4m7!3m6!1s0x3442aeb78757c203:0xdbbe87bb35f76479!8m2!3d25.0894895!4d121.5246162!16s%2Fg%2F1tdnhtz7!19sChIJA8JXh7euQjQReWT3NbuHvts?authuser=0&hl=zh-TW&rclk=1
鐘家上海生煎包,https://www.google.com.tw/maps/place/%E9%90%98%E5%AE%B6%E4%B8%8A%E6%B5%B7%E7%94%9F%E7%85%8E%E5%8C%85/data=!4m7!3m6!1s0x3442aea55067404f:0xfda54eb0d1955640!8m2!3d25.0894453!4d121.5263425!16s%2Fg%2F12hmw0qg9!19sChIJT0BnUKWuQjQRQFaV0bBOpf0?authuser=0&hl=zh-TW&rclk=1
道樂屋台,https://www.google.com.tw/maps/place/%E9%81%93%E6%A8%82%E5%B1%8B%E5%8F%B0/data=!4m7!3m6!1s0x3442aeb06f798787:0x84d2e3b67fa141bc!8m2!3d25.0880955!4d121.5235419!16s%2Fg%2F11cs19bw10!19sChIJh4d5b7CuQjQRvEGhf7bj0oQ?authuser=0&hl=zh-TW&rclk=1
士林十全排骨店,https://www.google.com.tw/maps/place/%E5%A3%AB%E6%9E%97%E5%8D%81%E5%85%A8%E6%8E%92%E9%AA%A8%E5%BA%97/data=!4m7!3m6!1s0x3442aeb06c9d8efb:0xd2307151abd4f743!8m2!3d25.0881972!4d121.5238973!16s%2Fg%2F1tg58t6r!19sChIJ-46dbLCuQjQRQ_fUq1FxMNI?authuser=0&hl=zh-TW&rclk=1
